Price,close,year,mms15
Ticker,PETR4.SA,,
Date,,,
2008-07-01,10.01882553100586,2008,9.79739335378011
2008-07-02,9.560164451599121,2008,9.776815032958984
2008-07-03,9.249317169189453,2008,9.73870194753011
2008-07-04,9.390610694885254,2008,9.699574216206868
2008-07-07,9.114542961120605,2008,9.643491427103678
2008-07-08,8.827610969543457,2008,9.561758359273275
2008-07-10,8.705881118774414,2008,9.484227816263834
2008-07-11,8.82543659210205,2008,9.436405245463053
2008-07-14,8.886303901672363,2008,9.403799184163411
2008-07-15,8.814568519592285,2008,9.355397160847982
2008-07-16,8.645013809204102,2008,9.297430419921875
2008-07-17,8.216785430908203,2008,9.193814786275228
2008-07-18,8.303735733032227,2008,9.096720504760743
2008-07-21,8.425464630126953,2008,9.001944796244304
2008-07-22,8.136357307434082,2008,8.874707921346028
2008-07-23,7.847244739532471,2008,8.729935868581135
2008-07-24,7.499449253082275,2008,8.59255485534668
2008-07-25,7.499449253082275,2008,8.475896994272867
2008-07-28,7.575530052185059,2008,8.354891618092855
2008-07-29,7.564659118652344,2008,8.25156602859497
2008-07-30,7.934200286865234,2008,8.192005316416422
2008-07-31,7.803772449493408,2008,8.131864738464355
2008-08-01,7.501619815826416,2008,8.043610286712646
2008-08-04,7.149472713470459,2008,7.92782154083252
2008-08-05,6.999483108520508,2008,7.806815846761068
2008-08-06,7.238596439361572,2008,7.713054688771566
2008-08-07,7.360324859619141,2008,7.655957317352295
2008-08-08,7.292940616607666,2008,7.588570976257325
2008-08-11,7.108170509338379,2008,7.500751368204752
2008-08-12,7.188601016998291,2008,7.437567615509034
2008-08-13,7.336416244506836,2008,7.403512382507325
2008-08-14,7.269028186798096,2008,7.388150978088379
2008-08-15,7.10164737701416,2008,7.3616308530171715
2008-08-18,6.886448860168457,2008,7.315692106882731
2008-08-19,7.092955112457275,2008,7.2842451731363935
2008-08-20,7.43640661239624,2008,7.251058928171793
2008-08-21,7.692910671234131,2008,7.243668142954508
2008-08-22,7.671172142028809,2008,7.254971631368002
2008-08-25,7.349455833435059,2008,7.268303839365641
2008-08-26,7.43206262588501,2008,7.297142473856608
2008-08-27,7.651609420776367,2008,7.324676672617595
2008-08-28,7.68421745300293,2008,7.346269512176514
2008-08-29,7.586394786834717,2008,7.365833123524983
2008-09-01,7.43640661239624,2008,7.387715530395508
2008-09-02,7.19729471206665,2008,7.388295110066732
2008-09-03,7.086433410644531,2008,7.371629587809244
2008-09-04,6.836452007293701,2008,7.342791175842285
2008-09-05,6.925576686859131,2008,7.3310531298319495
2008-09-08,6.577775955200195,2008,7.310474936167399
2008-09-09,6.1625871658325195,2008,7.248450406392416
2008-09-10,6.234323024749756,2008,7.168311500549317
2008-09-11,6.825580596923828,2008,7.110489495595297
2008-09-12,7.1733856201171875,2008,7.0773037274678545
2008-09-15,6.477783203125,2008,7.019192218780518
2008-09-16,6.803845405578613,2008,6.977311070760091
2008-09-17,6.477783203125,2008,6.899055989583333
2008-09-18,6.999483108520508,2008,6.853407033284506
2008-09-19,7.603785037994385,2008,6.854566383361816
2008-09-22,7.586394786834717,2008,6.864565594991048
2008-09-23,7.227727890014648,2008,6.866594473520915
2008-09-24,7.497274398803711,2008,6.893983872731527
2008-09-25,7.8363776206970215,2008,6.960645580291748
2008-09-26,7.701605319976807,2008,7.012380822499593
2008-09-29,7.119039535522461,2008,7.048465061187744
2008-09-30,7.62986946105957,2008,7.1462838808695475
2008-10-01,7.586394786834717,2008,7.2364219983418785
2008-10-02,6.966878414154053,2008,7.245841852823893
2008-10-03,6.738631725311279,2008,7.216858259836832
2008-10-06,6.521258354187012,2008,7.219756603240967
2008-10-07,6.1517181396484375,2008,7.176281452178955
2008-10-08,5.803921222686768,2008,7.13135732014974
2008-10-09,5.625672817230225,2008,7.039769967397054
2008-10-10,5.217006683349609,2008,6.880651410420736
2008-10-13,5.847394943237305,2008,6.764718087514241
2008-10-14,5.93434476852417,2008,6.678492546081543
2008-10-15,5.217006683349609,2008,6.526474698384603
2008-10-16,4.82573127746582,2008,6.325764942169189
2008-10-17,4.997459411621094,2008,6.145488548278808
2008-10-20,5.519158363342285,2008,6.038829803466797
2008-10-21,5.434380531311035,2008,5.892463874816895
2008-10-22,5.043104648590088,2008,5.722911198933919
2008-10-23,4.934419631958008,2008,5.587413946787517
2008-10-24,4.4344563484191895,2008,5.433802254994711
2008-10-27,3.936666488647461,2008,5.261496130625407
2008-10-28,4.358373641967773,2008,5.1419398307800295
2008-10-29,4.65183162689209,2008,5.065133857727051
2008-10-30,4.967024803161621,2008,5.021223990122477
2008-10-31,5.067019939422607,2008,5.0112248738606775
2008-11-03,5.030063152313232,2008,4.956736087799072
2008-11-04,5.456118583679199,2008,4.924854342142741
2008-11-05,5.2713494300842285,2008,4.928477191925049
2008-11-06,4.9778923988342285,2008,4.938621266682943
2008-11-07,5.056149482727051,2008,4.942533938090007
2008-11-10,5.2061381340026855,2008,4.9216659228007
2008-11-11,5.197442054748535,2008,4.9058700243632
2008-11-12,4.482277870178223,2008,4.868481572469076
2008-11-13,4.586618900299072,2008,4.845294857025147
2008-11-14,4.512711048126221,2008,4.850511837005615
2008-11-17,4.445323944091797,2008,4.8844223340352375
2008-11-18,4.184473991394043,2008,4.872829023996989
2008-11-19,4.021442890167236,2008,4.830803108215332
2008-11-21,3.671468496322632,2008,4.744432687759399
2008-11-24,4.180125713348389,2008,4.685306406021118
2008-11-25,4.2083845138549805,2008,4.630527830123901
2008-11-26,4.460540771484375,2008,4.56415597597758
2008-11-27,4.336637020111084,2008,4.501841815312703
2008-11-28,4.360548973083496,2008,4.460685586929321
2008-12-01,3.9997048377990723,2008,4.390255943934123
2008-12-02,3.977968692779541,2008,4.308377981185913
2008-12-03,4.197515487670898,2008,4.241716210047404
2008-12-04,4.043179035186768,2008,4.212442954381307
2008-12-05,3.947535753250122,2008,4.1698374112447105
2008-12-08,4.393155097961426,2008,4.161867014567057
2008-12-09,4.37141752243042,2008,4.156939919789632
2008-12-10,4.76921272277832,2008,4.195922501881918
2008-12-11,4.853989124298096,2008,4.251425584157308
2008-12-12,4.912683010101318,2008,4.33417321840922
2008-12-15,4.9778923988342285,2008,4.3873576641082765
2008-12-16,5.1735310554504395,2008,4.451700766881307
2008-12-17,5.293087005615234,2008,4.5072038491566975
2008-12-18,5.1083197593688965,2008,4.558649365107218
2008-12-19,5.07571268081665,2008,4.6063269456227625
2008-12-22,4.812687873840332,2008,4.660525814692179
2008-12-23,4.782254695892334,2008,4.714144881566366
2008-12-26,4.956155776977539,2008,4.764720900853475
2008-12-29,4.895291328430176,2008,4.821528387069702
2008-12-30,4.964852333068848,2008,4.88934949239095
2009-01-02,5.334387302398682,2009,4.952098306020101
2009-01-05,5.456118583679199,2009,5.024411710103353
2009-01-06,5.532199859619141,2009,5.075277519226074
2009-01-07,5.314825057983398,2009,5.1059999148050945
2009-01-08,5.543068885803223,2009,5.148025639851888
2009-01-09,5.521331310272217,2009,5.1842549006144205
2009-01-12,5.162661552429199,2009,5.1835302670796715
2009-01-13,5.2061381340026855,2009,5.177733675638835
2009-01-14,5.06484317779541,2009,5.174835236867269
2009-01-15,5.238744735717773,2009,5.185704040527344
2009-01-16,5.277871608734131,2009,5.216716289520264
2009-01-19,5.180051326751709,2009,5.243236064910889
2009-01-20,5.012672424316406,2009,5.247003841400146
2009-01-21,5.273525714874268,2009,5.272219467163086
2009-01-22,5.138751983642578,2009,5.283812777201335
2009-01-23,5.127882480621338,2009,5.270045789082845
2009-01-26,5.1735310554504395,2009,5.251206620534261
2009-01-27,5.195269584655762,2009,5.228744602203369
2009-01-28,5.47785758972168,2009,5.239613437652588
2009-01-29,5.44090461730957,2009,5.232802486419677
2009-01-30,5.44090461730957,2009,5.227440706888834
2009-02-02,5.366997241973877,2009,5.241063086191813
2009-02-03,5.560458183288574,2009,5.2646844228108725
2009-02-04,5.586544990539551,2009,5.2994645436604815
2009-02-05,5.6517558097839355,2009,5.326998615264893
2009-02-06,5.890870094299316,2009,5.367865180969238
2009-02-09,5.953909397125244,2009,5.419455718994141
2009-02-10,5.880001068115234,2009,5.477277628580729
2009-02-11,5.847394943237305,2009,5.515535577138265
2009-02-12,5.823482990264893,2009,5.561184310913086
2009-02-13,5.999556541442871,2009,5.6192959149678545
2009-02-16,6.069118499755859,2009,5.679001744588216
2009-02-17,5.738707542419434,2009,5.715230941772461
2009-02-18,5.627847194671631,2009,5.725230248769124
2009-02-19,5.7169718742370605,2009,5.74363473256429
2009-02-20,5.603936672210693,2009,5.754503536224365
2009-02-25,5.706099987030029,2009,5.777110385894775
2009-02-26,5.764791965484619,2009,5.790732638041178
2009-02-27,5.738707542419434,2009,5.800876808166504
2009-03-02,5.438729286193848,2009,5.7866750399271645
2009-03-03,5.39090633392334,2009,5.753344122568766
2009-03-04,5.732185363769531,2009,5.738562520345052
2009-03-05,5.6517558097839355,2009,5.723346169789632
2009-03-06,5.580024719238281,2009,5.705521488189698
2009-03-09,5.586544990539551,2009,5.689725621541341
2009-03-10,5.884350299835205,2009,5.6820452054341635
2009-03-11,5.914781093597412,2009,5.6717560450236
2009-03-12,5.988689422607422,2009,5.688421503702799
2009-03-13,6.021294593811035,2009,5.714651330312093
2009-03-16,5.910433292388916,2009,5.727548758188884
2009-03-17,6.082160949707031,2009,5.759430376688639
2009-03-18,6.1517181396484375,2009,5.789138253529867
2009-03-19,6.3582258224487305,2009,5.828700510660807
2009-03-20,6.325621128082275,2009,5.86782808303833
2009-03-23,6.708202362060547,2009,5.952459621429443
2009-03-24,6.597341060638428,2009,6.032888603210449
2009-03-25,6.6147308349609375,2009,6.091724967956543
2009-03-26,6.601686477661133,2009,6.155053679148356
2009-03-27,6.4343085289001465,2009,6.2120059331258135
2009-03-30,6.256058692932129,2009,6.256640179951986
2009-03-31,6.206064224243164,2009,6.278087774912517
2009-04-01,6.390833854675293,2009,6.309824625651042
2009-04-02,6.629945755004883,2009,6.3525750478108725
2009-04-03,6.608208656311035,2009,6.391702651977539
2009-04-06,6.5842976570129395,2009,6.436626942952474
2009-04-07,6.514737129211426,2009,6.465465354919433
2009-04-08,6.495171546936035,2009,6.488362248738607
2009-04-09,6.783679485321045,2009,6.516725826263428
2009-04-13,6.772680759429932,2009,6.546529801686605
2009-04-14,6.708889484405518,2009,6.546575609842936
2009-04-15,6.594508647918701,2009,6.5463867823282875
2009-04-16,6.598908424377441,2009,6.545331954956055
2009-04-17,6.493326187133789,2009,6.538107935587565
2009-04-20,6.334949970245361,2009,6.5314840316772464
2009-04-22,6.293158531188965,2009,6.533957354227701
2009-04-23,6.438333988189697,2009,6.549442005157471
2009-04-24,6.447134017944336,2009,6.5531953493754065
2009-04-27,6.310755729675293,2009,6.531916014353434
2009-04-28,6.341549873352051,2009,6.514138762156168
2009-04-29,6.541716575622559,2009,6.51130002339681
2009-04-30,6.497723579406738,2009,6.510165786743164
2009-05-04,6.957448959350586,2009,6.5409842809041345
2009-05-05,7.05643367767334,2009,6.55916789372762
2009-05-06,7.159814357757568,2009,6.584976800282797
2009-05-07,7.03443717956543,2009,6.6066799799601235
2009-05-08,7.2588019371032715,2009,6.650966199239095
2009-05-11,7.23020601272583,2009,6.693052705128988
2009-05-12,7.115821838378906,2009,6.734552415211995
2009-05-13,6.9244537353515625,2009,6.773852666219075
2009-05-14,6.9816460609436035,2009,6.819751834869384
2009-05-15,6.884860038757324,2009,6.84952023824056
2009-05-18,7.195008754730225,2009,6.899378554026286
2009-05-19,7.197207450866699,2009,6.958475335439046
2009-05-20,7.291794300079346,2009,7.021824963887533
2009-05-21,7.14881706237793,2009,7.062298329671224
2009-05-22,7.23020601272583,2009,7.111130491892497
2009-05-25,7.247799396514893,2009,7.130487187703451
2009-05-26,7.421572685241699,2009,7.154829788208008
2009-05-27,7.421572685241699,2009,7.172280343373616
2009-05-28,7.621739387512207,2009,7.211433823903402
2009-05-29,7.577746391296387,2009,7.232696787516276
2009-06-01,7.751518249511719,2009,7.267450936635336
2009-06-02,7.599742889404297,2009,7.299712340037028
2009-06-03,7.291794300079346,2009,7.324201711018881
2009-06-04,7.498559474945068,2009,7.3586626052856445
2009-06-05,7.474362850189209,2009,7.397962792714437
2009-06-08,7.452364921569824,2009,7.4151198705037435
2009-06-09,7.370981216430664,2009,7.426704788208008
2009-06-10,7.452364921569824,2009,7.437409496307373
2009-06-12,7.467764377593994,2009,7.458672650655111
2009-06-15,7.324787139892578,2009,7.464978059132894
2009-06-16,7.159814357757568,2009,7.459112389882406
2009-06-17,7.049834251403809,2009,7.434329827626546
2009-06-18,6.986046314239502,2009,7.405294736226399
2009-06-19,7.027837753295898,2009,7.365701293945312
2009-06-22,6.788078784942627,2009,7.3130567868550616
2009-06-23,6.906854629516602,2009,7.256745878855387
2009-06-24,6.818870544433594,2009,7.204687722524008
2009-06-25,7.093827247619629,2009,7.191489919026693
2009-06-26,7.093827247619629,2009,7.16450777053833
2009-06-29,7.269795894622803,2009,7.15086997350057
2009-06-30,7.137820243835449,2009,7.129900328318278
2009-07-01,6.994842052459717,2009,7.104824384053548
2009-07-02,6.871659755706787,2009,7.066110706329345
2009-07-03,6.821071147918701,2009,7.022997824350993
2009-07-06,6.672257423400879,2009,6.979495843251546
2009-07-07,6.518998622894287,2009,6.936774794260661
2009-07-08,6.4656901359558105,2009,6.8978318532307945
2009-07-09,6.4656901359558105,2009,6.863141441345215
2009-07-10,6.5900750160217285,2009,6.83395725886027
2009-07-13,6.616729259490967,2009,6.822533957163492
2009-07-14,6.572305202484131,2009,6.800230662027995
2009-07-15,6.832179069519043,2009,6.801117897033691
2009-07-16,6.874377250671387,2009,6.786487897237142
2009-07-17,6.996540546417236,2009,6.780002117156982
2009-07-20,7.085383892059326,2009,6.767707983652751
2009-07-21,7.0676164627075195,2009,6.763027731577555
2009-07-22,7.038742542266846,2009,6.765954430898031
2009-07-23,7.196442604064941,2009,6.787606620788575
2009-07-24,7.218653202056885,2009,6.8141120910644535
2009-07-27,7.207548141479492,2009,6.849798138936361
2009-07-28,7.052069187164307,2009,6.885336176554362
2009-07-29,6.863271236419678,2009,6.911841583251953
2009-07-30,6.934349536895752,2009,6.9430855433146155
2009-07-31,6.989874362945557,2009,6.969738833109537
2009-08-03,7.229757308959961,2009,7.0106073697408045
2009-08-04,7.134252071380615,2009,7.048070494333903
2009-08-05,7.178670883178711,2009,7.0711699485778805
2009-08-06,7.085383892059326,2009,7.085237058003743
2009-08-07,7.107596397399902,2009,7.092640781402588
2009-08-10,7.129807472229004,2009,7.095602353413899
2009-08-11,6.934349536895752,2009,7.086717891693115
2009-08-12,7.083163738250732,2009,7.0896793047587074
2009-08-13,7.2164306640625,2009,7.091011842091878
2009-08-14,7.1853346824646,2009,7.088790607452393
2009-08-17,7.107596397399902,2009,7.082127157847086
2009-08-18,7.178670883178711,2009,7.090567270914714
2009-08-19,7.285284996032715,2009,7.1187015215555824
2009-08-20,7.340813159942627,2009,7.145799096425375
2009-08-21,7.469639301300049,2009,7.177783425649007
2009-08-24,7.418553352355957,2009,7.190369828542074
2009-08-25,7.380793571472168,2009,7.206805928548177
2009-08-26,7.367466449737549,2009,7.2193922996521
2009-08-27,7.298612117767334,2009,7.2336075146993
2009-08-28,7.229757308959961,2009,7.241751575469971
2009-08-31,6.96988582611084,2009,7.231090132395426
2009-09-01,7.018752098083496,2009,7.236716969807943
2009-09-02,7.140914440155029,2009,7.240567016601562
2009-09-03,7.14979887008667,2009,7.236124897003174
2009-09-04,7.220875263214111,2009,7.238494269053141
2009-09-08,7.303056240081787,2009,7.251524925231934
2009-09-09,7.329710960388184,2009,7.261594263712565
2009-09-10,7.40522575378418,2009,7.26959031422933
2009-09-11,7.360805511474609,2009,7.270923137664795
2009-09-14,7.383016586303711,2009,7.265148289998373
2009-09-15,7.418553352355957,2009,7.265148289998373
2009-09-16,7.629561424255371,2009,7.2817328135172525
2009-09-17,7.6184563636779785,2009,7.298465474446615
2009-09-18,7.696194171905518,2009,7.3249709447224935
2009-09-21,7.685087203979492,2009,7.3553262710571286
2009-09-22,7.736174583435059,2009,7.406412188212077
2009-09-23,7.609572887420654,2009,7.445800240834554
2009-09-24,7.507397651672363,2009,7.47023245493571
2009-09-25,7.576253890991211,2009,7.498662789662679
2009-09-28,7.749500751495361,2009,7.533904488881429
2009-09-29,7.722846508026123,2009,7.561890506744385
2009-09-30,7.773935317993164,2009,7.59150546391805
2009-10-01,7.606393814086914,2009,7.604916667938232
2009-10-02,7.63096284866333,2009,7.622927157084147
2009-10-05,7.695747375488281,2009,7.643775876363119
2009-10-06,7.704683780670166,2009,7.662851238250733
2009-10-07,7.742658615112305,2009,7.670391050974528
2009-10-08,7.919138431549072,2009,7.6904365221659345
2009-10-09,7.961580276489258,2009,7.708128929138184
2009-10-13,8.001789093017578,2009,7.729242388407389
2009-10-14,8.075509071350098,2009,7.751864687601725
2009-10-15,8.176032066345215,2009,7.789628632863363
2009-10-16,8.131353378295898,2009,7.8312256813049315
2009-10-19,8.345808982849121,2009,7.882529354095459
2009-10-20,8.153695106506348,2009,7.909475644429524
2009-10-21,8.198372840881348,2009,7.941177399953206
2009-10-22,8.265389442443848,2009,7.973941008249919
2009-10-23,8.153695106506348,2009,8.010427761077882
2009-10-26,8.198372840881348,2009,8.048255093892415
2009-10-27,8.030830383300781,2009,8.070593961079915
2009-10-28,7.648834228515625,2009,8.066870657602946
2009-10-29,8.055403709411621,2009,8.087720330556234
2009-10-30,7.827545642852783,2009,8.081614144643147
2009-11-03,7.941473960876465,2009,8.080273723602295
2009-11-04,7.974982738494873,2009,8.07848663330078
2009-11-05,8.131353378295898,2009,8.082209587097168
2009-11-06,8.053169250488281,2009,8.074018732706707
2009-11-09,8.283258438110352,2009,8.084145736694335
2009-11-10,8.356979370117188,2009,8.084890429178873
2009-11-11,8.39942455291748,2009,8.10127239227295
2009-11-12,8.231882095336914,2009,8.103506342569988
2009-11-13,8.294429779052734,2009,8.10544236501058
2009-11-16,8.350275993347168,2009,8.118547757466635
2009-11-17,8.578133583068848,2009,8.143865140279134
2009-11-18,8.533453941345215,2009,8.177373377482096
2009-11-19,8.600471496582031,2009,8.240815862019856
2009-11-23,8.678658485412598,2009,8.282366180419922
2009-11-24,8.745674133300781,2009,8.343574746449788
2009-11-25,8.812691688537598,2009,8.401655928293865
2009-11-26,8.58930492401123,2009,8.442610740661621
2009-11-27,8.689828872680664,2009,8.479842440287273
2009-11-30,8.667488098144531,2009,8.520797030131023
2009-12-01,8.888643264770508,2009,8.561156018575032
2009-12-02,8.803756713867188,2009,8.590941174825032
2009-12-03,8.779180526733398,2009,8.616258239746093
2009-12-04,8.578133583068848,2009,8.639341672261557
2009-12-07,8.578133583068848,2009,8.658255259195963
2009-12-08,8.397189140319824,2009,8.661382802327473
2009-12-09,8.397189140319824,2009,8.649319839477538
2009-12-10,8.435163497924805,2009,8.642767143249511
2009-12-11,8.444101333618164,2009,8.632342465718587
2009-12-14,8.466440200805664,2009,8.618194580078125
2009-12-15,8.48878002166748,2009,8.601068305969239
2009-12-16,8.457505226135254,2009,8.577389208475749
2009-12-17,8.236349105834961,2009,8.55385882059733
2009-12-18,8.1715669631958,2009,8.519308026631673
2009-12-21,7.906518459320068,2009,8.46857671737671
2009-12-22,8.162583351135254,2009,8.420172723134359
2009-12-23,8.243443489074707,2009,8.382818508148194
2009-12-24,8.243443489074707,2009,8.347102705637614
2009-12-28,8.254673957824707,2009,8.325538730621338
2009-12-29,8.254673957824707,2009,8.303974755605061
2009-12-30,8.241199493408203,2009,8.293575445810953
2010-01-04,8.382705688476562,2010,8.292609882354736
2010-01-05,8.31082820892334,2010,8.284320863087972
2010-01-06,8.42313289642334,2010,8.282922967274983
2010-01-07,8.34451961517334,2010,8.27479492823283
2010-01-08,8.299596786499023,2010,8.262182712554932
2010-01-11,8.272643089294434,2010,8.249858570098876
2010-01-12,8.167073249816895,2010,8.245240179697673
2010-01-13,8.153597831726074,2010,8.244042237599691
2010-01-14,8.012085914611816,2010,8.251080067952474
2010-01-15,8.030056953430176,2010,8.242244974772136
2010-01-18,8.209749221801758,2010,8.239998690287273
2010-01-19,8.171565055847168,2010,8.235206794738769
2010-01-20,7.962673664093018,2010,8.21574010848999
2010-01-21,7.711099147796631,2010,8.179501787821453
2010-01-22,7.8054399490356445,2010,8.150451151529948
2010-01-26,7.614516258239746,2010,8.099238522847493
2010-01-27,7.661684989929199,2010,8.055962308247883
2010-01-28,7.773993968963623,2010,8.01268637975057
2010-01-29,7.675164699554443,2010,7.96806271870931
2010-02-01,7.704365253448486,2010,7.928380616505941
2010-02-02,7.6594390869140625,2010,7.8875003496805824
2010-02-03,7.645961284637451,2010,7.852759552001953
2010-02-04,7.255128383636475,2010,7.79286158879598
2010-02-05,7.079925060272217,2010,7.730717531840006
2010-02-08,7.129344463348389,2010,7.670670032501221
2010-02-09,7.241654872894287,2010,7.6061304092407225
2010-02-10,7.331499099731445,2010,7.550126012166341
2010-02-11,7.493222236633301,2010,7.518829250335694
2010-02-12,7.592053413391113,2010,7.510892868041992
2010-02-17,7.693130016326904,2010,7.503405539194743
2010-02-18,7.79196310043335,2010,7.515235328674317
2010-02-19,7.71559476852417,2010,7.518829313913981
2010-02-22,7.782978534698486,2010,7.519428284962972
2010-02-23,7.679652690887451,2010,7.5197274843851725
2010-02-24,7.623501777648926,2010,7.514336585998535
2010-02-25,7.72233247756958,2010,7.518529478708903
